ano,etnia,genero,subarea,quantidade_subarea,total_paper
2014,Muslim,M,"Software Engineering",142,1310
2014,Muslim,N/A,"Software Engineering",3,54
2014,WestEuropean,F,"Software Engineering",160,1075
2014,WestEuropean,M,"Software Engineering",804,5150
2014,WestEuropean,N/A,"Software Engineering",14,83
2015,Africans,F,"Software Engineering",22,171
2015,Africans,M,"Software Engineering",83,649
2015,Africans,N/A,"Software Engineering",11,58
2015,British,F,"Software Engineering",129,879
2015,British,M,"Software Engineering",538,4412
2015,British,N/A,"Software Engineering",10,96
2015,EastEuropean,F,"Software Engineering",50,359
2015,EastEuropean,M,"Software Engineering",221,1723
2015,EastEuropean,N/A,"Software Engineering",2,10
2015,GreaterEastAsian,F,"Software Engineering",215,3397
2015,GreaterEastAsian,M,"Software Engineering",466,7079
2015,GreaterEastAsian,N/A,"Software Engineering",63,1957
2015,IndianSubContinent,F,"Software Engineering",68,545
2015,IndianSubContinent,M,"Software Engineering",234,2735
2015,IndianSubContinent,N/A,"Software Engineering",22,255
2015,Jewish,F,"Software Engineering",61,576
2015,Jewish,M,"Software Engineering",329,2912
2015,Jewish,N/A,"Software Engineering",4,32
2015,Muslim,F,"Software Engineering",46,366
2015,Muslim,M,"Software Engineering",191,1526
2015,Muslim,N/A,"Software Engineering",3,52
2015,WestEuropean,F,"Software Engineering",252,1393
2015,WestEuropean,M,"Software Engineering",1075,6368
2015,WestEuropean,N/A,"Software Engineering",17,113
2016,Africans,F,"Software Engineering",22,164
2016,Africans,M,"Software Engineering",72,606
2016,Africans,N/A,"Software Engineering",13,53
2016,British,F,"Software Engineering",81,939
2016,British,M,"Software Engineering",420,4016
2016,British,N/A,"Software Engineering",11,112
2016,EastEuropean,F,"Software Engineering",26,374
2016,EastEuropean,M,"Software Engineering",136,1437
2016,EastEuropean,N/A,"Software Engineering",3,18
2016,GreaterEastAsian,F,"Software Engineering",211,3485
2016,GreaterEastAsian,M,"Software Engineering",486,6957
2016,GreaterEastAsian,N/A,"Software Engineering",100,1896
2016,IndianSubContinent,F,"Software Engineering",60,600
2016,IndianSubContinent,M,"Software Engineering",198,2599
2016,IndianSubContinent,N/A,"Software Engineering",16,258
2016,Jewish,F,"Software Engineering",41,545
2016,Jewish,M,"Software Engineering",232,2554
2016,Jewish,N/A,"Software Engineering",6,41
2016,Muslim,F,"Software Engineering",46,380
2016,Muslim,M,"Software Engineering",168,1448
2016,Muslim,N/A,"Software Engineering",3,44
2016,WestEuropean,F,"Software Engineering",156,1226
2016,WestEuropean,M,"Software Engineering",703,5504
2016,WestEuropean,N/A,"Software Engineering",16,107
2000,Africans,F,Theory,7,23
2000,Africans,M,Theory,51,168
2000,Africans,N/A,Theory,1,6
2000,British,F,Theory,48,323
2000,British,M,Theory,392,1605
2000,British,N/A,Theory,16,77
2000,EastEuropean,F,Theory,18,72
2000,EastEuropean,M,Theory,156,389
2000,EastEuropean,N/A,Theory,0,6
2000,GreaterEastAsian,F,Theory,51,287
2000,GreaterEastAsian,M,Theory,195,876
2000,GreaterEastAsian,N/A,Theory,63,294
2000,IndianSubContinent,F,Theory,27,110
2000,IndianSubContinent,M,Theory,261,762
2000,IndianSubContinent,N/A,Theory,40,117
2000,Jewish,F,Theory,63,204
2000,Jewish,M,Theory,425,1089
2000,Jewish,N/A,Theory,1,13
2000,Muslim,F,Theory,13,41
2000,Muslim,M,Theory,78,284
2000,Muslim,N/A,Theory,5,20
2000,WestEuropean,F,Theory,108,326
2000,WestEuropean,M,Theory,602,1699
2000,WestEuropean,N/A,Theory,5,34
2001,Africans,F,Theory,7,19
2001,Africans,M,Theory,75,210
2001,Africans,N/A,Theory,0,14
2001,British,F,Theory,50,380
2001,British,M,Theory,341,1679
2001,British,N/A,Theory,5,78
2001,EastEuropean,F,Theory,20,91
2001,EastEuropean,M,Theory,190,472
2001,EastEuropean,N/A,Theory,0,5
2001,GreaterEastAsian,F,Theory,56,371
2001,GreaterEastAsian,M,Theory,197,1149
2001,GreaterEastAsian,N/A,Theory,67,431
2001,IndianSubContinent,F,Theory,22,148
2001,IndianSubContinent,M,Theory,258,847
2001,IndianSubContinent,N/A,Theory,35,107
2001,Jewish,F,Theory,68,206
2001,Jewish,M,Theory,445,1241
2001,Jewish,N/A,Theory,2,12
2001,Muslim,F,Theory,10,65
2001,Muslim,M,Theory,94,343
2001,Muslim,N/A,Theory,5,18
2001,WestEuropean,F,Theory,99,382
2001,WestEuropean,M,Theory,563,1926
2001,WestEuropean,N/A,Theory,1,48
2002,Africans,F,Theory,6,28
2002,Africans,M,Theory,63,190
2002,Africans,N/A,Theory,1,10
2002,British,F,Theory,40,341
2002,British,M,Theory,352,1748
2002,British,N/A,Theory,11,90
2002,EastEuropean,F,Theory,25,95
2002,EastEuropean,M,Theory,212,519
2002,EastEuropean,N/A,Theory,0,10
2002,GreaterEastAsian,F,Theory,45,409
2002,GreaterEastAsian,M,Theory,202,1128
2002,GreaterEastAsian,N/A,Theory,58,360
2002,IndianSubContinent,F,Theory,30,164
2002,IndianSubContinent,M,Theory,292,946
2002,IndianSubContinent,N/A,Theory,44,123
2002,Jewish,F,Theory,76,239
2002,Jewish,M,Theory,468,1239
2002,Jewish,N/A,Theory,1,23
2002,Muslim,F,Theory,14,65
2002,Muslim,M,Theory,100,373
2002,Muslim,N/A,Theory,5,15
2002,WestEuropean,F,Theory,94,385
2002,WestEuropean,M,Theory,628,1949
2002,WestEuropean,N/A,Theory,3,38
2003,Africans,F,Theory,7,47
2003,Africans,M,Theory,67,222
2003,Africans,N/A,Theory,1,6
2003,British,F,Theory,59,389
2003,British,M,Theory,357,2015
2003,British,N/A,Theory,13,85
2003,EastEuropean,F,Theory,29,136
2003,EastEuropean,M,Theory,217,612
2003,EastEuropean,N/A,Theory,1,10
2003,GreaterEastAsian,F,Theory,60,625
2003,GreaterEastAsian,M,Theory,208,1644
2003,GreaterEastAsian,N/A,Theory,76,529
2003,IndianSubContinent,F,Theory,33,205
2003,IndianSubContinent,M,Theory,308,1188
2003,IndianSubContinent,N/A,Theory,39,153
2003,Jewish,F,Theory,64,252
2003,Jewish,M,Theory,471,1400
2003,Jewish,N/A,Theory,1,18
2003,Muslim,F,Theory,16,95
2003,Muslim,M,Theory,106,429
2003,Muslim,N/A,Theory,5,26
2003,WestEuropean,F,Theory,101,462
2003,WestEuropean,M,Theory,592,2262
2003,WestEuropean,N/A,Theory,10,46
2004,Africans,F,Theory,8,46
2004,Africans,M,Theory,80,267
2004,Africans,N/A,Theory,3,14
2004,British,F,Theory,74,449
2004,British,M,Theory,438,2229
2004,British,N/A,Theory,12,77
2004,EastEuropean,F,Theory,33,126
2004,EastEuropean,M,Theory,275,677
2004,EastEuropean,N/A,Theory,1,6
2004,GreaterEastAsian,F,Theory,88,856
2004,GreaterEastAsian,M,Theory,291,1880
2004,GreaterEastAsian,N/A,Theory,79,637
2004,IndianSubContinent,F,Theory,31,208
2004,IndianSubContinent,M,Theory,338,1387
2004,IndianSubContinent,N/A,Theory,51,156
2004,Jewish,F,Theory,88,263
2004,Jewish,M,Theory,554,1539
2004,Jewish,N/A,Theory,6,14
2004,Muslim,F,Theory,19,114
2004,Muslim,M,Theory,133,499
2004,Muslim,N/A,Theory,5,27
2004,WestEuropean,F,Theory,115,463
2004,WestEuropean,M,Theory,751,2495
2004,WestEuropean,N/A,Theory,8,52
2005,Africans,F,Theory,7,62
2005,Africans,M,Theory,96,329
2005,Africans,N/A,Theory,1,19
2005,British,F,Theory,55,561
2005,British,M,Theory,446,2796
2005,British,N/A,Theory,14,109
2005,EastEuropean,F,Theory,34,176
2005,EastEuropean,M,Theory,305,889
2005,EastEuropean,N/A,Theory,2,4
2005,GreaterEastAsian,F,Theory,96,1127
2005,GreaterEastAsian,M,Theory,313,2763
2005,GreaterEastAsian,N/A,Theory,121,824
2005,IndianSubContinent,F,Theory,40,268
2005,IndianSubContinent,M,Theory,343,1535
2005,IndianSubContinent,N/A,Theory,45,190
2005,Jewish,F,Theory,90,321
2005,Jewish,M,Theory,551,1872
2005,Jewish,N/A,Theory,10,33
2005,Muslim,F,Theory,28,139
2005,Muslim,M,Theory,118,639
2005,Muslim,N/A,Theory,1,35
2005,WestEuropean,F,Theory,131,612
2005,WestEuropean,M,Theory,772,3156
2005,WestEuropean,N/A,Theory,11,65
2006,Africans,F,Theory,10,79
2006,Africans,M,Theory,106,351
2006,Africans,N/A,Theory,3,21
2006,British,F,Theory,55,567
2006,British,M,Theory,440,2760
2006,British,N/A,Theory,15,118
2006,EastEuropean,F,Theory,40,160
2006,EastEuropean,M,Theory,294,848
2006,EastEuropean,N/A,Theory,1,12
2006,GreaterEastAsian,F,Theory,88,1152
2006,GreaterEastAsian,M,Theory,260,2604
2006,GreaterEastAsian,N/A,Theory,90,858
2006,IndianSubContinent,F,Theory,54,283
2006,IndianSubContinent,M,Theory,354,1556
2006,IndianSubContinent,N/A,Theory,36,199
2006,Jewish,F,Theory,114,374
2006,Jewish,M,Theory,547,1917
2006,Jewish,N/A,Theory,6,35
2006,Muslim,F,Theory,27,164
2006,Muslim,M,Theory,162,686
2006,Muslim,N/A,Theory,7,35
2006,WestEuropean,F,Theory,130,641
2006,WestEuropean,M,Theory,749,3043
2006,WestEuropean,N/A,Theory,7,74
2007,Africans,F,Theory,8,93
2007,Africans,M,Theory,100,419
2007,Africans,N/A,Theory,5,26
2007,British,F,Theory,64,534
2007,British,M,Theory,492,3107
2007,British,N/A,Theory,18,119
2007,EastEuropean,F,Theory,46,202
2007,EastEuropean,M,Theory,278,880
2007,EastEuropean,N/A,Theory,0,18
2007,GreaterEastAsian,F,Theory,92,1429
2007,GreaterEastAsian,M,Theory,333,3117
2007,GreaterEastAsian,N/A,Theory,113,1013
2007,IndianSubContinent,F,Theory,34,301
2007,IndianSubContinent,M,Theory,364,1858
2007,IndianSubContinent,N/A,Theory,37,252
2007,Jewish,F,Theory,84,366
2007,Jewish,M,Theory,561,2143
2007,Jewish,N/A,Theory,6,35
2007,Muslim,F,Theory,29,156
2007,Muslim,M,Theory,162,869
2007,Muslim,N/A,Theory,7,41
2007,WestEuropean,F,Theory,132,738
2007,WestEuropean,M,Theory,850,3895
2007,WestEuropean,N/A,Theory,15,89
2008,Africans,F,Theory,7,84
2008,Africans,M,Theory,104,399
2008,Africans,N/A,Theory,2,28
2008,British,F,Theory,52,573
2008,British,M,Theory,499,3031
2008,British,N/A,Theory,15,102
2008,EastEuropean,F,Theory,38,194
2008,EastEuropean,M,Theory,323,977
2008,EastEuropean,N/A,Theory,2,18
2008,GreaterEastAsian,F,Theory,96,1445
2008,GreaterEastAsian,M,Theory,309,3122
2008,GreaterEastAsian,N/A,Theory,91,918
2008,IndianSubContinent,F,Theory,56,358
2008,IndianSubContinent,M,Theory,419,1956
2008,IndianSubContinent,N/A,Theory,42,214
2008,Jewish,F,Theory,101,371
2008,Jewish,M,Theory,610,2128
2008,Jewish,N/A,Theory,9,40
2008,Muslim,F,Theory,25,197
2008,Muslim,M,Theory,148,863
2008,Muslim,N/A,Theory,14,41
2008,WestEuropean,F,Theory,122,731
2008,WestEuropean,M,Theory,827,3765
2008,WestEuropean,N/A,Theory,17,78
2009,Africans,F,Theory,7,89
2009,Africans,M,Theory,84,392
2009,Africans,N/A,Theory,1,24
2009,British,F,Theory,60,554
2009,British,M,Theory,504,3011
2009,British,N/A,Theory,11,92
2009,EastEuropean,F,Theory,32,213
2009,EastEuropean,M,Theory,274,969
2009,EastEuropean,N/A,Theory,0,15
2009,GreaterEastAsian,F,Theory,99,1707
2009,GreaterEastAsian,M,Theory,336,3733
2009,GreaterEastAsian,N/A,Theory,106,1211
2009,IndianSubContinent,F,Theory,40,355
2009,IndianSubContinent,M,Theory,387,1919
2009,IndianSubContinent,N/A,Theory,46,202
2009,Jewish,F,Theory,82,376
2009,Jewish,M,Theory,515,2039
2009,Jewish,N/A,Theory,2,34
2009,Muslim,F,Theory,29,194
2009,Muslim,M,Theory,164,814
2009,Muslim,N/A,Theory,7,40
2009,WestEuropean,F,Theory,148,741
2009,WestEuropean,M,Theory,830,3888
2009,WestEuropean,N/A,Theory,17,78
2010,Africans,F,Theory,9,91
2010,Africans,M,Theory,98,388
2010,Africans,N/A,Theory,2,28
2010,British,F,Theory,59,630
2010,British,M,Theory,518,3043
2010,British,N/A,Theory,10,110
2010,EastEuropean,F,Theory,48,236
2010,EastEuropean,M,Theory,370,1110
2010,EastEuropean,N/A,Theory,1,12
2010,GreaterEastAsian,F,Theory,110,1794
2010,GreaterEastAsian,M,Theory,304,3642
2010,GreaterEastAsian,N/A,Theory,94,1030
2010,IndianSubContinent,F,Theory,46,346
2010,IndianSubContinent,M,Theory,437,1973
2010,IndianSubContinent,N/A,Theory,30,189
2010,Jewish,F,Theory,92,403
2010,Jewish,M,Theory,596,2144
2010,Jewish,N/A,Theory,8,36
2010,Muslim,F,Theory,37,243
2010,Muslim,M,Theory,165,899
2010,Muslim,N/A,Theory,14,40
2010,WestEuropean,F,Theory,153,800
2010,WestEuropean,M,Theory,874,3991
2010,WestEuropean,N/A,Theory,11,77
2011,Africans,F,Theory,12,110
2011,Africans,M,Theory,75,438
2011,Africans,N/A,Theory,0,35
2011,British,F,Theory,68,767
2011,British,M,Theory,514,3688
2011,British,N/A,Theory,18,110
2011,EastEuropean,F,Theory,40,248
2011,EastEuropean,M,Theory,306,1190
2011,EastEuropean,N/A,Theory,1,13
2011,GreaterEastAsian,F,Theory,100,2113
2011,GreaterEastAsian,M,Theory,297,4418
2011,GreaterEastAsian,N/A,Theory,102,1351
2011,IndianSubContinent,F,Theory,38,475
2011,IndianSubContinent,M,Theory,376,2231
2011,IndianSubContinent,N/A,Theory,28,241
2011,Jewish,F,Theory,92,473
2011,Jewish,M,Theory,552,2360
2011,Jewish,N/A,Theory,8,32
2011,Muslim,F,Theory,32,240
2011,Muslim,M,Theory,179,1063
2011,Muslim,N/A,Theory,9,33
2011,WestEuropean,F,Theory,142,985
2011,WestEuropean,M,Theory,771,4595
2011,WestEuropean,N/A,Theory,10,97
2012,Africans,F,Theory,8,124
2012,Africans,M,Theory,91,487
2012,Africans,N/A,Theory,3,46
2012,British,F,Theory,63,698
2012,British,M,Theory,499,3421
2012,British,N/A,Theory,10,95
2012,EastEuropean,F,Theory,44,246
2012,EastEuropean,M,Theory,363,1169
2012,EastEuropean,N/A,Theory,0,7
2012,GreaterEastAsian,F,Theory,103,2212
2012,GreaterEastAsian,M,Theory,340,4502
2012,GreaterEastAsian,N/A,Theory,101,1338
2012,IndianSubContinent,F,Theory,58,411
2012,IndianSubContinent,M,Theory,441,2094
2012,IndianSubContinent,N/A,Theory,39,203
2012,Jewish,F,Theory,78,441
2012,Jewish,M,Theory,539,2202
2012,Jewish,N/A,Theory,6,37
2012,Muslim,F,Theory,39,259
2012,Muslim,M,Theory,183,1056
2012,Muslim,N/A,Theory,5,43
2012,WestEuropean,F,Theory,132,1015
2012,WestEuropean,M,Theory,863,4649
2012,WestEuropean,N/A,Theory,11,102
2013,Africans,F,Theory,11,130
2013,Africans,M,Theory,67,534
2013,Africans,N/A,Theory,1,39
2013,British,F,Theory,50,873
2013,British,M,Theory,567,4224
2013,British,N/A,Theory,14,97
2013,EastEuropean,F,Theory,28,320
2013,EastEuropean,M,Theory,388,1455
2013,EastEuropean,N/A,Theory,1,15
2013,GreaterEastAsian,F,Theory,128,2929
2013,GreaterEastAsian,M,Theory,316,5718
2013,GreaterEastAsian,N/A,Theory,109,1707
2013,IndianSubContinent,F,Theory,66,563
2013,IndianSubContinent,M,Theory,406,2509
2013,IndianSubContinent,N/A,Theory,34,231
2013,Jewish,F,Theory,83,541
2013,Jewish,M,Theory,634,2787
2013,Jewish,N/A,Theory,11,36
2013,Muslim,F,Theory,41,334
2013,Muslim,M,Theory,185,1351
2013,Muslim,N/A,Theory,7,74
2013,WestEuropean,F,Theory,143,1226
2013,WestEuropean,M,Theory,916,5626
2013,WestEuropean,N/A,Theory,14,104
2014,Africans,F,Theory,11,128
2014,Africans,M,Theory,94,538
2014,Africans,N/A,Theory,2,48
2014,British,F,Theory,80,854
2014,British,M,Theory,534,3863
2014,British,N/A,Theory,13,100
2014,EastEuropean,F,Theory,50,308
2014,EastEuropean,M,Theory,365,1312
2014,EastEuropean,N/A,Theory,2,12
2014,GreaterEastAsian,F,Theory,130,2837
2014,GreaterEastAsian,M,Theory,389,5533
2014,GreaterEastAsian,N/A,Theory,101,1650
2014,IndianSubContinent,F,Theory,73,510
2014,IndianSubContinent,M,Theory,488,2508
2014,IndianSubContinent,N/A,Theory,31,228
2014,Jewish,F,Theory,91,513
2014,Jewish,M,Theory,597,2468
2014,Jewish,N/A,Theory,12,27
2014,Muslim,F,Theory,40,335
2014,Muslim,M,Theory,202,1310
2014,Muslim,N/A,Theory,7,54
2014,WestEuropean,F,Theory,158,1075
2014,WestEuropean,M,Theory,887,5150
2014,WestEuropean,N/A,Theory,9,83
2015,Africans,F,Theory,22,171
2015,Africans,M,Theory,87,649
2015,Africans,N/A,Theory,4,58
2015,British,F,Theory,70,879
2015,British,M,Theory,561,4412
2015,British,N/A,Theory,13,96
2015,EastEuropean,F,Theory,35,359
2015,EastEuropean,M,Theory,398,1723
2015,EastEuropean,N/A,Theory,1,10
2015,GreaterEastAsian,F,Theory,132,3397
2015,GreaterEastAsian,M,Theory,408,7079
2015,GreaterEastAsian,N/A,Theory,110,1957
2015,IndianSubContinent,F,Theory,81,545
2015,IndianSubContinent,M,Theory,460,2735
2015,IndianSubContinent,N/A,Theory,32,255
2015,Jewish,F,Theory,99,576
2015,Jewish,M,Theory,618,2912
2015,Jewish,N/A,Theory,8,32
2015,Muslim,F,Theory,36,366
2015,Muslim,M,Theory,261,1526
2015,Muslim,N/A,Theory,5,52
2015,WestEuropean,F,Theory,157,1393
2015,WestEuropean,M,Theory,878,6368
2015,WestEuropean,N/A,Theory,18,113
2016,Africans,F,Theory,13,164
2016,Africans,M,Theory,64,606
2016,Africans,N/A,Theory,0,53
2016,British,F,Theory,63,939
2016,British,M,Theory,515,4016
2016,British,N/A,Theory,6,112
2016,EastEuropean,F,Theory,51,374
2016,EastEuropean,M,Theory,359,1437
2016,EastEuropean,N/A,Theory,3,18
2016,GreaterEastAsian,F,Theory,115,3485
2016,GreaterEastAsian,M,Theory,366,6957
2016,GreaterEastAsian,N/A,Theory,81,1896
2016,IndianSubContinent,F,Theory,73,600
2016,IndianSubContinent,M,Theory,392,2599
2016,IndianSubContinent,N/A,Theory,37,258
2016,Jewish,F,Theory,97,545
2016,Jewish,M,Theory,598,2554
2016,Jewish,N/A,Theory,10,41
2016,Muslim,F,Theory,34,380
2016,Muslim,M,Theory,215,1448
2016,Muslim,N/A,Theory,9,44
2016,WestEuropean,F,Theory,158,1226
2016,WestEuropean,M,Theory,939,5504
2016,WestEuropean,N/A,Theory,14,107
